customer_id,customer_name,county,city,loyalty_tier,channel_preference,customer_type,signup_date
328,Ciara Ryan,Limerick,Limerick,Silver,Mixed,Wholesale Partner,2025-11-16
329,Grace Gallagher,Limerick,Limerick,Gold,Online,Retail Customer,2023-12-31
330,Isla Moore,Dublin,Dublin,Gold,Online,Retail Customer,2023-11-02
331,James Byrne,Kildare,Kildare,Bronze,Online,Retail Customer,2021-02-19
332,Ciara Murray,Dublin,Tallaght,Silver,Online,Retail Customer,2024-04-02
333,Noah Nolan,Meath,Trim,Gold,Store,Retail Customer,2024-10-09
334,Isla Ryan,Kildare,Naas,Bronze,Store,Retail Customer,2025-04-20
335,Isla Dunne,Clare,Ennis,Gold,Online,Retail Customer,2020-08-27
336,Sophie Healy,Galway,Galway,Gold,Online,Retail Customer,2020-05-10
337,Jack Nolan,Meath,Navan,Silver,Online,Retail Customer,2024-08-06
338,Finn Moore,Cork,Cork,Silver,Store,Retail Customer,2023-09-27
339,Anna Reilly,Limerick,Limerick,Bronze,Mixed,Retail Customer,2022-10-19
340,Emily Nolan,Cork,Cork,Gold,Store,Retail Customer,2024-01-04
341,Sarah Healy,Wicklow,Bray,Bronze,Mixed,Distributor,2021-05-30
342,Michael Gallagher,Dublin,Dublin,Silver,Mixed,Wholesale Partner,2024-02-27
343,Emily Kennedy,Limerick,Limerick,Bronze,Store,Retail Customer,2020-06-08
344,Liam Walsh,Dublin,Tallaght,Bronze,Online,Retail Customer,2021-09-22
345,Isla Quinn,Dublin,Dublin,Bronze,Store,Retail Customer,2022-05-11
346,Ciara Murphy,Dublin,Tallaght,Gold,Online,Retail Customer,2022-02-06
347,Chloe Doyle,Kildare,Naas,Silver,Store,Retail Customer,2025-05-24
348,Ella Lynch,Dublin,Swords,Bronze,Mixed,Retail Customer,2021-12-24
349,Sophie Lynch,Wicklow,Bray,Bronze,Store,Retail Customer,2022-09-30
350,Noah O'Brien,Dublin,Tallaght,Bronze,Mixed,Retail Customer,2023-01-21
351,Noah Byrne,Galway,Galway,Bronze,Mixed,Retail Customer,2024-07-04
352,Isla Dunne,Waterford,Waterford,Bronze,Mixed,Retail Customer,2022-05-23
353,Mia Gallagher,Cork,Cork,Bronze,Store,Retail Customer,2024-10-01
354,Anna Dunne,Dublin,Swords,Platinum,Mixed,Retail Customer,2021-09-28
355,Isla Nolan,Waterford,Waterford,Silver,Online,Retail Customer,2022-12-30
356,Noah McCarthy,Kildare,Newbridge,Bronze,Mixed,Retail Customer,2023-04-07
357,Noah Murphy,Cork,Cork,Bronze,Online,Retail Customer,2020-06-07
358,Rían O'Brien,Galway,Galway,Bronze,Mixed,Retail Customer,2020-04-05
359,Grace Ryan,Dublin,Swords,Gold,Online,Retail Customer,2022-10-25
360,Ciara Dunne,Dublin,Dublin,Platinum,Mixed,Retail Customer,2025-07-03
361,Lucy Reilly,Clare,Ennis,Platinum,Mixed,Retail Customer,2020-12-15
362,Chloe Reilly,Kilkenny,Kilkenny,Gold,Online,Retail Customer,2021-05-29
363,James Quinn,Clare,Ennis,Silver,Mixed,Retail Customer,2021-10-28
364,Mia Murphy,Waterford,Waterford,Bronze,Online,Retail Customer,2021-08-04
365,Grace Nolan,Kildare,Newbridge,Bronze,Online,Retail Customer,2025-01-29
366,Lucy Dunne,Galway,Galway,Bronze,Mixed,Retail Customer,2023-08-20
367,Lucy Murphy,Limerick,Limerick,Bronze,Online,Retail Customer,2020-01-08
368,Michael Fitzgerald,Clare,Ennis,Silver,Store,Retail Customer,2020-05-13
369,James Dunne,Dublin,Dublin,Silver,Online,Wholesale Partner,2022-12-20
370,Mia Nolan,Kildare,Newbridge,Gold,Store,Retail Customer,2020-12-20
371,James Quinn,Galway,Galway,Platinum,Online,Retail Customer,2021-05-19
372,Conor Lynch,Dublin,Dublin,Silver,Online,Distributor,2022-09-19
373,Chloe Ryan,Meath,Navan,Silver,Online,Retail Customer,2023-08-06
374,Anna Murray,Clare,Ennis,Bronze,Mixed,Distributor,2022-12-31
375,Conor Ryan,Dublin,Swords,Bronze,Online,Retail Customer,2025-03-09
376,Rían Walsh,Wicklow,Bray,Gold,Store,Distributor,2025-06-06
377,Ava Byrne,Dublin,Tallaght,Gold,Mixed,Retail Customer,2022-10-07
378,Amelia Fitzgerald,Wicklow,Wicklow,Silver,Store,Retail Customer,2024-09-06
379,Isla Nolan,Kilkenny,Kilkenny,Silver,Online,Wholesale Partner,2025-02-05
380,Ava Lynch,Dublin,Swords,Bronze,Online,Retail Customer,2023-01-31
381,James Moore,Waterford,Waterford,Silver,Store,Retail Customer,2021-09-13
382,Emily Nolan,Dublin,Swords,Bronze,Online,Distributor,2025-12-26
383,Chloe Byrne,Galway,Galway,Gold,Online,Retail Customer,2025-05-27
384,Ella Kelly,Dublin,Swords,Silver,Mixed,Retail Customer,2022-06-11
385,Sophie Byrne,Kilkenny,Kilkenny,Bronze,Mixed,Retail Customer,2020-09-30
386,Michael Healy,Meath,Trim,Bronze,Online,Distributor,2022-12-30
387,Ella Nolan,Meath,Navan,Silver,Store,Retail Customer,2024-03-29
388,Ella Nolan,Kilkenny,Kilkenny,Platinum,Store,Retail Customer,2025-11-06
389,Grace Healy,Waterford,Waterford,Silver,Online,Retail Customer,2024-03-16
390,Noah Fitzgerald,Dublin,Swords,Gold,Mixed,Retail Customer,2023-03-05
391,Aoife Byrne,Meath,Navan,Bronze,Online,Retail Customer,2023-08-07
392,Noah McCarthy,Clare,Ennis,Silver,Mixed,Retail Customer,2025-06-15
393,Ella Smith,Meath,Navan,Gold,Store,Retail Customer,2025-11-20
394,Anna Murray,Galway,Galway,Bronze,Store,Retail Customer,2023-01-07
395,Mia Lynch,Kilkenny,Kilkenny,Bronze,Mixed,Retail Customer,2021-12-22
396,Ava Lynch,Dublin,Swords,Bronze,Online,Retail Customer,2021-01-26
397,Jack Reilly,Kilkenny,Kilkenny,Bronze,Online,Retail Customer,2022-11-08
398,Sophie Gallagher,Clare,Ennis,Gold,Online,Retail Customer,2020-12-22
399,Grace Byrne,Wicklow,Bray,Platinum,Online,Distributor,2025-11-03
400,Anna Kennedy,Kilkenny,Kilkenny,Gold,Online,Distributor,2025-10-02
401,Finn Healy,Clare,Ennis,Silver,Online,Retail Customer,2024-02-26
402,Sophie Reilly,Kildare,Newbridge,Silver,Mixed,Wholesale Partner,2022-04-20
403,Grace O'Brien,Kilkenny,Kilkenny,Silver,Mixed,Retail Customer,2020-11-22
404,Ava Dunne,Meath,Trim,Platinum,Online,Retail Customer,2024-07-31
405,Liam Murray,Galway,Galway,Platinum,Store,Retail Customer,2020-08-02
406,Rían Lynch,Waterford,Waterford,Silver,Mixed,Retail Customer,2023-05-03
407,Conor O'Brien,Dublin,Dublin,Bronze,Online,Retail Customer,2022-04-23
408,Sophie Ryan,Meath,Navan,Platinum,Mixed,Retail Customer,2023-07-23
409,Isla Lynch,Wicklow,Bray,Silver,Store,Retail Customer,2024-08-06
410,Michael Quinn,Dublin,Dublin,Gold,Online,Retail Customer,2025-12-19
411,Cillian Healy,Dublin,Tallaght,Bronze,Store,Retail Customer,2025-09-25
412,Ella Kelly,Kildare,Naas,Gold,Online,Retail Customer,2023-12-26
413,Isla McCarthy,Waterford,Waterford,Bronze,Online,Retail Customer,2023-10-25
414,Ciara Fitzgerald,Cork,Cork,Bronze,Online,Retail Customer,2024-07-13
415,Sophie Moore,Cork,Cork,Silver,Mixed,Retail Customer,2022-03-09
416,Isla Nolan,Waterford,Waterford,Gold,Online,Wholesale Partner,2023-07-04
417,Sophie Quinn,Meath,Trim,Platinum,Store,Retail Customer,2022-01-03
418,Cillian Doyle,Wicklow,Bray,Silver,Online,Retail Customer,2020-07-10
419,Emily Kelly,Kilkenny,Kilkenny,Silver,Mixed,Retail Customer,2022-06-13
420,Anna Reilly,Dublin,Tallaght,Bronze,Mixed,Wholesale Partner,2024-02-02
421,Chloe Ryan,Galway,Galway,Bronze,Mixed,Distributor,2021-11-04
422,Cillian Gallagher,Waterford,Waterford,Gold,Mixed,Retail Customer,2023-06-12
423,Mia Byrne,Cork,Cork,Silver,Store,Retail Customer,2024-06-12
424,Anna Murphy,Kildare,Kildare,Bronze,Mixed,Retail Customer,2022-03-15
425,Lucy Smith,Limerick,Limerick,Bronze,Online,Retail Customer,2021-09-08
426,Lucy Byrne,Limerick,Limerick,Silver,Online,Retail Customer,2021-08-06
427,Liam Lynch,Dublin,Tallaght,Bronze,Online,Retail Customer,2020-04-08
428,Ava Lynch,Dublin,Dublin,Platinum,Mixed,Retail Customer,2024-03-07
429,Noah Kennedy,Waterford,Waterford,Bronze,Mixed,Retail Customer,2024-04-05
430,Aoife Moore,Waterford,Waterford,Bronze,Mixed,Retail Customer,2022-10-06
431,James Murphy,Galway,Galway,Bronze,Mixed,Retail Customer,2024-08-08
432,Finn Reilly,Clare,Ennis,Bronze,Mixed,Retail Customer,2024-04-07
433,Jack Kennedy,Cork,Cork,Silver,Online,Retail Customer,2020-04-18
434,Jack Kelly,Cork,Cork,Gold,Store,Retail Customer,2022-09-06
435,Ava Healy,Waterford,Waterford,Bronze,Online,Retail Customer,2025-05-13
436,Jack Moore,Wicklow,Bray,Bronze,Online,Retail Customer,2021-06-11
437,Ava Smith,Wicklow,Bray,Silver,Store,Retail Customer,2021-09-06
438,Aoife O'Brien,Galway,Galway,Bronze,Online,Retail Customer,2024-07-11
439,Liam Healy,Limerick,Limerick,Silver,Mixed,Retail Customer,2020-11-07
440,Daniel Dunne,Dublin,Tallaght,Bronze,Online,Wholesale Partner,2020-05-25
441,Isla Byrne,Meath,Trim,Silver,Online,Retail Customer,2022-01-16
442,James Smith,Meath,Navan,Bronze,Online,Retail Customer,2024-10-29
443,Lucy Moore,Dublin,Tallaght,Silver,Online,Retail Customer,2024-03-05
444,Lucy Murray,Galway,Galway,Silver,Store,Retail Customer,2025-08-31
445,Anna Byrne,Limerick,Limerick,Bronze,Online,Retail Customer,2024-10-01
446,Ciara Ryan,Wicklow,Wicklow,Bronze,Mixed,Retail Customer,2021-09-21
447,Finn Kelly,Limerick,Limerick,Silver,Online,Retail Customer,2020-07-26
448,Ava Walsh,Kilkenny,Kilkenny,Bronze,Store,Retail Customer,2024-06-14
449,Aoife Moore,Kilkenny,Kilkenny,Gold,Store,Retail Customer,2022-01-03
450,Finn Byrne,Clare,Ennis,Bronze,Online,Wholesale Partner,2025-06-21
451,Noah Kennedy,Cork,Cork,Silver,Online,Retail Customer,2024-06-09
452,Rían Kelly,Limerick,Limerick,Silver,Online,Retail Customer,2021-07-15
453,Chloe Quinn,Meath,Trim,Gold,Mixed,Retail Customer,2021-07-20
454,Emily Kelly,Kilkenny,Kilkenny,Bronze,Mixed,Retail Customer,2025-07-09
455,Sophie Murray,Dublin,Tallaght,Silver,Store,Retail Customer,2021-03-15
456,Grace Gallagher,Dublin,Swords,Gold,Store,Retail Customer,2024-08-08
457,Mia Quinn,Clare,Ennis,Silver,Mixed,Retail Customer,2022-05-28
458,Lucy Lynch,Dublin,Swords,Bronze,Mixed,Retail Customer,2022-11-14
459,Aoife Moore,Limerick,Limerick,Silver,Online,Retail Customer,2021-05-18
460,James Dunne,Dublin,Swords,Silver,Online,Retail Customer,2023-12-28
461,Michael Walsh,Meath,Trim,Gold,Mixed,Retail Customer,2023-09-26
462,Grace Ryan,Dublin,Swords,Silver,Mixed,Distributor,2021-01-08
463,Isla Kennedy,Galway,Galway,Bronze,Online,Retail Customer,2022-12-24
464,Michael Dunne,Dublin,Tallaght,Silver,Online,Retail Customer,2023-11-20
465,Ella Murray,Waterford,Waterford,Bronze,Mixed,Retail Customer,2024-07-03
466,Ciara Murray,Wicklow,Wicklow,Silver,Mixed,Retail Customer,2022-01-21
467,Emily Kelly,Dublin,Tallaght,Bronze,Online,Retail Customer,2021-03-19
468,Ava Quinn,Limerick,Limerick,Bronze,Online,Retail Customer,2022-04-13
469,Liam O'Brien,Wicklow,Wicklow,Platinum,Online,Retail Customer,2022-09-06
470,Noah O'Brien,Dublin,Dublin,Bronze,Online,Retail Customer,2022-06-12
471,Ava Murray,Limerick,Limerick,Gold,Online,Retail Customer,2022-10-28
472,Daniel Kelly,Wicklow,Bray,Bronze,Mixed,Retail Customer,2024-01-04
473,Isla Fitzgerald,Limerick,Limerick,Bronze,Online,Retail Customer,2020-11-29
474,Ella Byrne,Wicklow,Bray,Bronze,Online,Retail Customer,2025-04-10
475,Chloe Murray,Kildare,Naas,Silver,Store,Retail Customer,2024-02-19
476,Ava Gallagher,Cork,Cork,Silver,Store,Retail Customer,2025-10-06
477,Liam Walsh,Waterford,Waterford,Bronze,Online,Retail Customer,2020-09-28
478,Sarah Ryan,Galway,Galway,Silver,Online,Retail Customer,2022-11-28
479,Aoife Fitzgerald,Cork,Cork,Bronze,Online,Retail Customer,2023-03-06
480,Aoife Moore,Cork,Cork,Bronze,Online,Retail Customer,2020-09-07
481,Finn Byrne,Waterford,Waterford,Platinum,Online,Wholesale Partner,2020-03-13
482,Aoife Fitzgerald,Dublin,Tallaght,Silver,Online,Distributor,2023-07-01
483,Grace Murray,Clare,Ennis,Bronze,Mixed,Retail Customer,2021-06-06
484,Sarah Reilly,Galway,Galway,Platinum,Mixed,Distributor,2025-06-30
485,Cillian Walsh,Limerick,Limerick,Silver,Store,Retail Customer,2022-11-17
486,Jack Doyle,Dublin,Dublin,Gold,Online,Retail Customer,2022-12-05
487,Amelia Murphy,Limerick,Limerick,Bronze,Online,Retail Customer,2022-10-03
488,Ella Reilly,Dublin,Tallaght,Bronze,Mixed,Retail Customer,2025-06-23
489,James Byrne,Galway,Galway,Silver,Online,Retail Customer,2020-03-02
490,Aoife Moore,Meath,Trim,Gold,Online,Retail Customer,2020-09-21
491,Mia Nolan,Dublin,Dublin,Bronze,Online,Retail Customer,2023-04-05
492,Grace Byrne,Waterford,Waterford,Bronze,Online,Retail Customer,2025-03-06
493,Isla Smith,Limerick,Limerick,Gold,Mixed,Retail Customer,2024-02-25
494,Sarah Nolan,Dublin,Dublin,Platinum,Mixed,Retail Customer,2025-03-03
495,Mia Smith,Dublin,Dublin,Bronze,Mixed,Retail Customer,2023-07-04
496,Chloe O'Brien,Galway,Galway,Silver,Online,Distributor,2021-07-31
497,Cillian Lynch,Clare,Ennis,Silver,Mixed,Retail Customer,2023-07-27
498,Anna Smith,Galway,Galway,Bronze,Online,Retail Customer,2020-01-11
499,Emily Doyle,Kilkenny,Kilkenny,Gold,Online,Retail Customer,2022-01-04
500,Finn Kennedy,Wicklow,Bray,Gold,Mixed,Retail Customer,2020-10-23
501,Chloe Walsh,Wicklow,Bray,Gold,Mixed,Retail Customer,2022-07-10
502,Cillian Healy,Clare,Ennis,Silver,Mixed,Retail Customer,2020-06-06
503,Daniel Kelly,Dublin,Dublin,Silver,Mixed,Wholesale Partner,2021-02-24
504,Noah Nolan,Galway,Galway,Bronze,Online,Distributor,2024-07-10
505,Daniel Dunne,Wicklow,Bray,Platinum,Online,Retail Customer,2020-01-12
506,Amelia Reilly,Galway,Galway,Bronze,Mixed,Retail Customer,2021-01-10
507,Amelia McCarthy,Kilkenny,Kilkenny,Bronze,Online,Retail Customer,2023-11-30
508,Sophie Fitzgerald,Dublin,Tallaght,Gold,Store,Retail Customer,2021-10-15
509,Noah Walsh,Waterford,Waterford,Silver,Mixed,Retail Customer,2021-12-12
510,Amelia Fitzgerald,Cork,Cork,Bronze,Online,Retail Customer,2020-11-20
511,Michael O'Brien,Limerick,Limerick,Bronze,Mixed,Retail Customer,2024-07-25
512,Ciara Murray,Kildare,Kildare,Gold,Mixed,Retail Customer,2025-09-14
513,Anna Smith,Meath,Navan,Bronze,Online,Retail Customer,2024-06-05
514,Grace McCarthy,Waterford,Waterford,Gold,Online,Retail Customer,2020-12-18
515,Emily Fitzgerald,Cork,Cork,Gold,Mixed,Retail Customer,2022-05-25
516,Jack Kelly,Galway,Galway,Bronze,Mixed,Retail Customer,2020-02-01
517,Michael Dunne,Cork,Cork,Gold,Online,Retail Customer,2022-09-30
518,Grace Nolan,Clare,Ennis,Bronze,Online,Retail Customer,2024-03-21
519,Rían Walsh,Waterford,Waterford,Silver,Online,Retail Customer,2022-03-14
520,Amelia Kennedy,Waterford,Waterford,Platinum,Online,Retail Customer,2025-03-30
521,James Quinn,Meath,Trim,Silver,Online,Retail Customer,2023-09-10
522,Conor Doyle,Wicklow,Wicklow,Silver,Store,Retail Customer,2021-11-09
523,Noah Kelly,Galway,Galway,Gold,Mixed,Retail Customer,2021-03-20
524,Michael Moore,Galway,Galway,Silver,Online,Retail Customer,2023-06-30
525,Jack Dunne,Dublin,Swords,Gold,Mixed,Retail Customer,2020-02-09
526,Ciara Murray,Kildare,Naas,Silver,Online,Retail Customer,2022-11-30
527,Noah Quinn,Dublin,Tallaght,Silver,Online,Wholesale Partner,2021-07-14
528,Sarah Doyle,Limerick,Limerick,Silver,Online,Retail Customer,2020-09-09
529,James Quinn,Meath,Trim,Bronze,Online,Retail Customer,2023-09-30
530,Sarah Gallagher,Wicklow,Bray,Bronze,Mixed,Retail Customer,2023-08-27
531,Finn Ryan,Kildare,Naas,Silver,Online,Wholesale Partner,2022-10-01
532,Grace Reilly,Limerick,Limerick,Bronze,Online,Retail Customer,2022-10-10
533,Rían Healy,Meath,Trim,Silver,Mixed,Retail Customer,2024-05-19
534,Chloe Kelly,Dublin,Dublin,Gold,Online,Wholesale Partner,2020-04-25
535,Finn Lynch,Waterford,Waterford,Platinum,Store,Retail Customer,2025-10-03
536,Finn Healy,Meath,Navan,Silver,Online,Retail Customer,2022-03-24
537,Grace Healy,Limerick,Limerick,Silver,Online,Retail Customer,2020-01-26
538,Lucy Healy,Clare,Ennis,Silver,Mixed,Retail Customer,2021-10-21
539,Daniel Lynch,Meath,Trim,Silver,Mixed,Retail Customer,2025-02-27
540,Aoife Nolan,Galway,Galway,Gold,Store,Retail Customer,2022-08-17
541,Liam Murray,Limerick,Limerick,Silver,Mixed,Retail Customer,2022-11-28
542,Mia Nolan,Galway,Galway,Silver,Mixed,Retail Customer,2022-05-23
543,Michael Moore,Galway,Galway,Bronze,Store,Retail Customer,2024-05-17
544,Ciara Kelly,Wicklow,Wicklow,Bronze,Store,Retail Customer,2020-09-13
545,Cillian Smith,Kilkenny,Kilkenny,Silver,Mixed,Retail Customer,2024-11-21
546,Finn McCarthy,Dublin,Tallaght,Bronze,Online,Retail Customer,2020-06-04
547,Aoife Ryan,Cork,Cork,Platinum,Online,Retail Customer,2024-03-03
548,Ella Lynch,Kildare,Kildare,Bronze,Mixed,Retail Customer,2025-09-12
549,Mia Doyle,Kildare,Newbridge,Bronze,Online,Retail Customer,2022-05-24
550,Michael Moore,Clare,Ennis,Bronze,Store,Retail Customer,2024-11-27
551,Aoife O'Brien,Meath,Navan,Bronze,Online,Retail Customer,2025-04-04
552,Sarah Lynch,Kilkenny,Kilkenny,Bronze,Mixed,Retail Customer,2024-03-24
553,Chloe Quinn,Limerick,Limerick,Silver,Online,Retail Customer,2023-07-16
554,Ella Reilly,Limerick,Limerick,Bronze,Online,Retail Customer,2022-05-15
555,Isla Gallagher,Wicklow,Wicklow,Gold,Mixed,Retail Customer,2025-03-29
556,Rían McCarthy,Galway,Galway,Gold,Store,Retail Customer,2021-01-11
557,Conor Kennedy,Galway,Galway,Gold,Online,Retail Customer,2022-05-22
558,Aoife Moore,Limerick,Limerick,Bronze,Online,Retail Customer,2024-11-12
559,Anna Reilly,Clare,Ennis,Bronze,Online,Retail Customer,2025-03-04
560,Sophie Ryan,Wicklow,Wicklow,Silver,Mixed,Retail Customer,2023-03-18
561,Lucy Murray,Dublin,Swords,Silver,Mixed,Retail Customer,2025-08-07
562,Noah Kennedy,Clare,Ennis,Silver,Online,Retail Customer,2020-06-07
563,Anna Fitzgerald,Kilkenny,Kilkenny,Gold,Mixed,Retail Customer,2024-11-19
564,Ciara Moore,Cork,Cork,Gold,Online,Retail Customer,2022-10-05
565,Sarah Gallagher,Meath,Trim,Platinum,Online,Retail Customer,2023-07-14
566,Finn Ryan,Wicklow,Bray,Silver,Mixed,Retail Customer,2022-05-18
567,Conor Kelly,Kilkenny,Kilkenny,Bronze,Online,Retail Customer,2024-09-20
568,Ava McCarthy,Dublin,Dublin,Gold,Store,Retail Customer,2023-09-17
569,Mia Lynch,Clare,Ennis,Silver,Online,Retail Customer,2021-05-07
570,Jack O'Brien,Dublin,Tallaght,Gold,Mixed,Retail Customer,2025-02-06
571,Cillian Dunne,Kilkenny,Kilkenny,Silver,Mixed,Retail Customer,2020-05-09
572,Amelia Doyle,Galway,Galway,Bronze,Online,Retail Customer,2021-05-20
573,Sophie Kelly,Dublin,Tallaght,Bronze,Online,Retail Customer,2021-07-05
574,Daniel McCarthy,Meath,Navan,Bronze,Online,Retail Customer,2021-11-13
575,Cillian Dunne,Dublin,Dublin,Silver,Mixed,Retail Customer,2022-11-14
576,Lucy Moore,Dublin,Tallaght,Bronze,Online,Retail Customer,2022-12-13
577,Sophie Kelly,Dublin,Swords,Gold,Store,Retail Customer,2025-11-14
578,Daniel Healy,Dublin,Swords,Silver,Online,Retail Customer,2021-04-13
579,Sophie Fitzgerald,Kilkenny,Kilkenny,Silver,Online,Retail Customer,2022-02-10
580,Finn Smith,Waterford,Waterford,Platinum,Store,Retail Customer,2024-03-24
581,Rían Ryan,Limerick,Limerick,Bronze,Online,Retail Customer,2021-12-06
582,Ciara Fitzgerald,Kilkenny,Kilkenny,Bronze,Mixed,Wholesale Partner,2020-11-04
583,Aoife Walsh,Dublin,Tallaght,Gold,Online,Wholesale Partner,2024-01-09
584,Grace Kennedy,Wicklow,Bray,Gold,Online,Retail Customer,2024-03-12
585,Cillian Healy,Kilkenny,Kilkenny,Bronze,Online,Retail Customer,2024-04-07
586,Mia Smith,Limerick,Limerick,Bronze,Store,Retail Customer,2025-07-09
587,Lucy Ryan,Dublin,Dublin,Bronze,Online,Retail Customer,2025-08-08
588,Amelia Lynch,Cork,Cork,Gold,Online,Retail Customer,2024-11-01
589,Emily Quinn,Cork,Cork,Silver,Mixed,Retail Customer,2023-12-21
590,Emily Lynch,Galway,Galway,Silver,Mixed,Retail Customer,2023-08-04
591,Emily Murray,Clare,Ennis,Bronze,Online,Wholesale Partner,2021-09-24
592,Noah Ryan,Waterford,Waterford,Gold,Online,Retail Customer,2020-07-31
593,Cillian Quinn,Kilkenny,Kilkenny,Bronze,Online,Retail Customer,2023-06-23
594,Aoife Ryan,Kilkenny,Kilkenny,Silver,Mixed,Retail Customer,2020-03-19
595,Anna Healy,Cork,Cork,Silver,Online,Retail Customer,2023-09-15
596,Finn Moore,Dublin,Swords,Bronze,Mixed,Retail Customer,2020-10-23
597,Ciara Healy,Limerick,Limerick,Gold,Mixed,Retail Customer,2022-07-24
598,Aoife Reilly,Waterford,Waterford,Bronze,Mixed,Retail Customer,2021-10-06
599,Conor Healy,Dublin,Tallaght,Silver,Mixed,Retail Customer,2022-04-10
600,Ella Smith,Clare,Ennis,Bronze,Mixed,Retail Customer,2022-08-07
601,James Nolan,Dublin,Dublin,Platinum,Mixed,Retail Customer,2021-10-13
602,Sarah Smith,Cork,Cork,Gold,Online,Retail Customer,2022-05-04
603,Cillian Lynch,Meath,Trim,Bronze,Online,Retail Customer,2024-04-05
604,Jack Doyle,Clare,Ennis,Gold,Online,Retail Customer,2020-11-19
605,James Smith,Waterford,Waterford,Bronze,Mixed,Retail Customer,2024-06-06
606,Ella O'Brien,Meath,Trim,Gold,Mixed,Retail Customer,2020-10-31
607,Ella Nolan,Dublin,Tallaght,Gold,Online,Retail Customer,2022-02-17
608,Ella Kennedy,Clare,Ennis,Gold,Store,Retail Customer,2025-02-10
609,Lucy Gallagher,Dublin,Tallaght,Silver,Store,Retail Customer,2023-10-20
610,Rían Nolan,Dublin,Dublin,Silver,Store,Retail Customer,2024-11-03
611,Mia Murray,Clare,Ennis,Bronze,Online,Retail Customer,2025-11-03
612,Sarah Kelly,Dublin,Swords,Gold,Online,Retail Customer,2025-01-03
613,Noah Kennedy,Kildare,Kildare,Gold,Store,Retail Customer,2021-03-26
614,Finn Dunne,Limerick,Limerick,Silver,Online,Retail Customer,2023-06-02
615,Ella Quinn,Kildare,Kildare,Bronze,Online,Retail Customer,2023-05-01
616,Isla Reilly,Dublin,Tallaght,Platinum,Mixed,Distributor,2020-07-30
617,Anna Ryan,Dublin,Tallaght,Gold,Store,Retail Customer,2020-10-09
618,Lucy Smith,Dublin,Tallaght,Bronze,Store,Retail Customer,2025-10-04
619,Conor Murphy,Dublin,Swords,Bronze,Online,Retail Customer,2020-06-19
620,Ella Reilly,Kildare,Newbridge,Bronze,Online,Retail Customer,2020-12-21
621,Lucy McCarthy,Cork,Cork,Gold,Mixed,Retail Customer,2021-11-19
622,Anna O'Brien,Galway,Galway,Gold,Online,Distributor,2021-07-16
623,Ciara Ryan,Dublin,Tallaght,Gold,Store,Retail Customer,2023-04-18
624,Mia Healy,Dublin,Dublin,Gold,Online,Retail Customer,2025-03-02
625,Rían Byrne,Dublin,Tallaght,Gold,Online,Retail Customer,2021-01-19
626,Noah Fitzgerald,Wicklow,Bray,Bronze,Online,Retail Customer,2024-05-25
627,Conor Kelly,Kildare,Naas,Gold,Mixed,Retail Customer,2021-04-21
628,Conor Reilly,Cork,Cork,Silver,Online,Retail Customer,2020-11-27
629,Finn Smith,Galway,Galway,Gold,Mixed,Retail Customer,2023-06-06
630,Ciara Nolan,Limerick,Limerick,Gold,Online,Retail Customer,2024-06-16
631,Conor Kennedy,Dublin,Tallaght,Gold,Online,Retail Customer,2020-02-24
632,Chloe McCarthy,Kildare,Naas,Gold,Store,Distributor,2020-08-26
633,Emily Kelly,Meath,Navan,Bronze,Online,Retail Customer,2023-04-08
634,Ava Dunne,Meath,Trim,Gold,Store,Retail Customer,2020-11-29
635,Noah Murray,Kilkenny,Kilkenny,Gold,Mixed,Retail Customer,2020-01-02
636,Chloe Lynch,Clare,Ennis,Bronze,Mixed,Retail Customer,2021-02-21
637,Mia O'Brien,Galway,Galway,Bronze,Store,Retail Customer,2022-10-07
638,Cillian Reilly,Waterford,Waterford,Platinum,Store,Retail Customer,2025-02-22
639,Conor Kennedy,Clare,Ennis,Bronze,Store,Retail Customer,2020-07-14
640,Ella Kelly,Meath,Trim,Silver,Store,Retail Customer,2020-05-28
641,Mia Reilly,Meath,Navan,Silver,Online,Retail Customer,2024-11-12
642,Lucy McCarthy,Galway,Galway,Bronze,Online,Retail Customer,2021-04-22
643,Grace Byrne,Waterford,Waterford,Bronze,Online,Wholesale Partner,2022-04-11
644,James Reilly,Clare,Ennis,Gold,Mixed,Retail Customer,2024-03-20
645,Noah Gallagher,Kildare,Newbridge,Silver,Mixed,Retail Customer,2023-10-16
646,Michael Healy,Dublin,Dublin,Bronze,Mixed,Wholesale Partner,2021-07-24
647,Rían Nolan,Clare,Ennis,Bronze,Online,Retail Customer,2024-07-07
648,Amelia Doyle,Limerick,Limerick,Silver,Mixed,Retail Customer,2020-04-25
649,Liam Doyle,Cork,Cork,Gold,Online,Retail Customer,2023-01-29
650,Ciara Moore,Cork,Cork,Bronze,Store,Retail Customer,2022-07-10
651,Lucy McCarthy,Meath,Trim,Silver,Store,Retail Customer,2022-07-30
652,Sophie Quinn,Waterford,Waterford,Silver,Online,Retail Customer,2021-11-23
653,Sophie Gallagher,Limerick,Limerick,Bronze,Online,Retail Customer,2022-10-17
654,Ella Ryan,Clare,Ennis,Silver,Store,Retail Customer,2022-01-21
655,Grace Doyle,Limerick,Limerick,Gold,Online,Retail Customer,2021-10-17
656,Mia Kelly,Wicklow,Bray,Gold,Store,Retail Customer,2022-11-14
657,Ciara O'Brien,Dublin,Swords,Bronze,Online,Retail Customer,2025-11-27
